text_translated,liststring
"already registered, finished pgm, when I activated the cod feature, failed to sync, the office told me to try home, the interference application must be true, it's really complicated, the list failed, when it was active, please fix the application",sudah daftar udh kelar pgm pas aktikan fitur cod gagal sinkronisai kantor suruh coba rumah aplikasi ganguan pasti benar memang sih ribet daftar gagal gin pas aktif tolong aplikasi benerin
please fix the invoice print application print invoice web oiya the invoice is different cod ext id non cod click cod,tolong perbaikin cetak invoice aplikasi cetak invoice web oiya invoicenya beda cod ext id non cod klik cod
"good, complete, easy to upgrade to new version 12 9 2020, menu error is not complete, ouch",bagus lengkap mudah upgrade versi baru 12 9 2020 eror menu nga lengkap aduh
"respect, the cod system, the deposit money uses stem cod, the deposit is very fast, then it's dark, it's not set up for the deposit, it's been months, maybe as an online sale, has short-sighted capital, good service, thank you",hormat sistem cod uang setor mngunakan stem cod cepat banget setor trus kelam tidak setpr setor sudah bulan mngkin sbagai jual online mpunyai modal cupet kendala baik pelayananya terimakasih
page screen receive miui operating system 12 0 30 scroll down search feature type keyword application function estimation send postal Indonesia country application application,layar halaman terima sistem operasi miui 12 0 30 scrol down fitur cari ketik keyword fungsi aplikasi estimasi kirim pos indonesia negeri aplikasi aplikasi
"give advice on automatic receipts for expedition services, easy, practical, complicated, let's join the postal era, if it's still a modern society, if you suggest 10 stars if you post",kasih saran resi otomatis laku jasa ekspedisi mudah praktis ribet ayo ikut kembang jaman pos kalau tetep masyarakat kembang jaman kalau saran bintang 10 kalau pos
"applications that are useful for online business breakthroughs, simple, convenient, easy, transactions, send cod, check rates, track, send, Indonesian postal applications are the best",aplikasi bermanfat bisnis online terobos simple nyaman mudah transaksi kirim cod cek tarif lacak kirim aplikasi pos indonesia is the best
"what about when the data registration website is disappointed, the post office has come back and forth, eh, when registering for QOB, the safe code is wrong, it's correct, please be good, the application makes me annoyed",bagaimana sih pas web registrasi data kecewa deh sudah dateng kantor pos bolak eh pas registrasi qob kode aman salah udh benar tolong baik aplikasi bikin kesel
"finished installing, click the button, give 5 stars, good postal employees, applications",selesai instal baharu tombol klik kasih bintang 5 pegawai pos baik aplikasi
"Pos uda, this easy posaja application, sends goods, it's not complicated, check rates, tracking, sending, steady, jaya posqu",pos uda aplikasi posaja mudah ini ngirim barang ngak ribet cek tarif lacak kirim mantap jaya posqu
"cool application, easy to use, bugs appear so far, like it, thank you",aplikasi keren mudah pakai muncul bugs tingkat so far suka thankyou
please fix it seriously disappointed the weight of the 50 thousand indigo package and the postage of 70 thousand which is 2 weeks of news then suddenly the cod courier error application is sent if someone sends it again they pay the shipping fee very disappointed,tolong dperbaiki serius kecewa berat paket nila 50rb an ongkos kirim 70rb an mana 2 mingu kabar trus tiba2 aplikasi eror kurir cod dkirim kalau org kirim lagi sama2 bayar ongkos kirim kecewa pokok sangat2
"super lot, service lot, send lot of money, lot, report lot by post, if you don't force it, pick-up day is the same as jnt. 3 hours of pickup, for example, at 9 am 12 noon 3 pm 6 pm, 9 pm 12. on line",super lot layan lot kirim lot duit lot lapor lot pakai pos kalau ngak paksa hari pickup sama jnt 3 jam pickup contoh tuh jnt jam 9 pagi 12 siang 3 sore 6 sore 9 malam 12 malam mobil kirim barang pakai pos pelang ngajak antem tingalkan pos ngak bisnis online
"good application, helps sell the cod system, unfortunately the admin is expensive, 6 transactions, the admin is cut, 50 thousand items, the open price makes profit and loss for the seller",aplikasi bagus bantu seler sistem cod sayang adminya mahal 6 transaksi potong adminya 50rb barang harga buka bikin untung rugi seler
"the application needs this level, alternative errors register via the application if it's difficult for indo pos customers",aplikasi butuh tingkat ini eror2 alternatif daftar via aplikasi kalau gin susah customer pos indo
disabled application download qob failed cs post office can be finished the answer is told to try try to report application syncronized failed sucks,aplikasi cacat download qob gagal cs kantor pos bisa selesai jawabanya suruh coba coba coba lapor aplikasi syncronized failed payah
"it's loading a lot, please post a new post, the application is already web, using cod web, replace the super lot application, that's how it costs to add a trade fee, so the service is really satisfying, the government needs to pay attention to its customers like other state-owned companies",loadingnya lot banget tolong pos baru aplikasi sudah web pakek cod web ganti aplikasi super lot banget udh gitu biaya tambah fe dagang udh gitu layan muas banget perlu bumn perhati customernya sperti badan bumn lai
"useful application, check rates, track, send, pick up, send to oranger, post, best recommended",aplikasi bermanfat cek tarif lacak kirim pick up kirim kepda oranger pos best recomended
"sorry, give 1 star 3, send track data package update, no change",maf kasih bintang 1 3 kirim lacak paket data update gda ubah tolong baik aplikasi tugas kasih trining paham aplikasi qposin user tahu paham kendala2 aplikasi qposin
"I'm too lazy, the cod via post has already arrived, it's really late, the new version doesn't have the password for the web post, I don't know how to connect, please be kind",malesi sih cod via pos sudah pgm masuk banget dingetin ulang versi baru ngak pasword pos web ngak tahu nyambungin bagaimana tolong baik
"4 stars when inputting is difficult, the name of the sub-district city appears, prints invoice history",bintang 4 ganguan sat penginputan susah muncul nama kota camat cetak invoice history
"the application helps online business during the covid 19 pandemic, checks the tracking rate, sends the application, the features are also complete, thank you, I hope you will continue to fight for success",aplikasi bantu bisnis online masa pandemi covid 19 selesai cek tarif lacak kirim aplikasi fiturnya juga lengkap sekian dari terimakasih moga maju juang sukses
"the change application is good, it's easier, it's practical, it has to be 2x, it's not as expected",aplikasi ubah bagus lbh mudah praktis baru harus 2x tidak sesuai harap
"the application is pretty good, sometimes there is an error, the mental upgrade of the employees with a wide net, the cost of sending friends, then the sub-district head of the post office loses the delivery service krmaren in the afternoon",aplikasi lumayan bagus kadang eror upgrade mental karyawanya dengan jaring luas biaya kirim sahabat trus camat kantor pos kalah jasa kirim krmaren sore lahir
